taxonomy,exp_id,experiment,sample_type,media,subculture_time,preculture_time,c18positive,c18negative,hilicpositive,culture_source,grouped_taxonomy,kingdom,phylum,class,order,family,genus,species,strain,morphology
Bacteroides thetaiotaomicron 7330,203,20180629,supernatant,mm,24,25,s01656,s01474,s01286,c0197,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,7330,
Bacteroides thetaiotaomicron 7330,204,20180629,supernatant,mm,24,25,s01657,s01475,s01287,c0197,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,7330,
Bacteroides dorei CL02T12C06 BEI HM-719,205,20180629,supernatant,mm,24,25,s01586,s01404,s01216,c0168,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T12C06,
Bacteroides dorei CL02T12C06 BEI HM-719,206,20180629,supernatant,mm,24,25,s01587,s01405,s01217,c0168,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T12C06,
Bacteroides dorei CL02T12C06 BEI HM-719,207,20180629,supernatant,mm,24,25,s01588,s01406,s01218,c0168,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T12C06,
,208,20180720,media_blank,mm,31.25,33.75,s02888,s02222,s02145,,,,,,,,,,,
,212,20190228,media_blank,rcmwoa,17.25,,s03878,s03718,s03573,,,,,,,,,,,
,213,20190228,media_blank,rcmwoa,17.25,,s03879,s03719,s03574,,,,,,,,,,,
,214,20190228,media_blank,rcmwoa,17.25,,s03880,s03720,s03575,,,,,,,,,,,
Bacteroides dorei CL02T00C15 BEI HM-717,218,20180629,supernatant,mm,24,25,s01583,s01401,s01213,c0167,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T00C15,
Bacteroides dorei CL02T00C15 BEI HM-717,219,20180629,supernatant,mm,24,25,s01584,s01402,s01214,c0167,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T00C15,
Bacteroides dorei CL02T00C15 BEI HM-717,220,20180629,supernatant,mm,24,25,s01585,s01403,s01215,c0167,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T00C15,
,221,20180720,media_blank,rcmwoa,31.25,33.75,s02893,s02227,s02150,,,,,,,,,,,
Clostridium bolteae WAL-14578 BEI HM-318,222,20180512,supernatant,mm,12,24,s00449,s00325,s00572,c0039,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,WAL-14578,
Clostridium bolteae WAL-14578 BEI HM-318,223,20180512,supernatant,mm,12,24,s00450,s00326,s00573,c0039,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,WAL-14578,
Clostridium bolteae WAL-14578 BEI HM-318,224,20180512,supernatant,mm,12,24,s00451,s00327,s00574,c0039,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,WAL-14578,
Clostridium bolteae WAL-14578 BEI HM-318,225,20180512,supernatant,mm,12,24,s00452,s00328,s00575,c0039,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,WAL-14578,
Clostridium bolteae WAL-14578 BEI HM-318,226,20180512,supernatant,mm,12,24,s00453,s00329,s00576,c0039,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,WAL-14578,
Eubacterium ventriosum DSMZ 3988,227,20180618,supernatant,mm,12,24,s00984,s00817,s01145,c0102,Eubacterium ventriosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,ventriosum,,
Eubacterium ventriosum DSMZ 3988,228,20180618,supernatant,mm,12,24,s00985,s00818,s01146,c0102,Eubacterium ventriosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,ventriosum,,
Eubacterium ventriosum DSMZ 3988,229,20180618,supernatant,mm,12,24,s00986,s00819,s01147,c0102,Eubacterium ventriosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,ventriosum,,
Dorea longicatena DSMZ 13814,231,20181030,supernatant,mm,12,30,s03036,s03137,s02935,c0087,Dorea longicatena,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,longicatena,,
Streptococcus thermophilus LMD-9 ATCC 19258,233,20180720,supernatant,mm,31.25,33.75,s02876,s02211,s02134,c0148,Streptococcus thermophilus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,LMD-9,
Clostridioides difficile BI9,234,20180728,supernatant,rcmwoa,21,40,s02708,s02512,s02314,c0030,Clostridioides difficile,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,difficile,BI-9,
Clostridioides difficile BI9,235,20180728,supernatant,rcmwoa,,,s02709,s02513,s02315,c0030,Clostridioides difficile,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,difficile,BI-9,
Clostridioides difficile BI9,236,20180728,supernatant,rcmwoa,,,s02710,s02514,s02316,c0030,Clostridioides difficile,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,difficile,BI-9,
Clostridium scindens ATCC 35704,237,20180728,supernatant,rcmwoa,,,s02815,s02619,s02423,c0062,Clostridium scindens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,scindens,,
Clostridium scindens ATCC 35704,238,20180728,supernatant,rcmwoa,,,s02816,s02620,s02424,c0062,Clostridium scindens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,scindens,,
Clostridium scindens ATCC 35704,239,20180728,supernatant,rcmwoa,,,s02817,s02621,s02425,c0062,Clostridium scindens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,scindens,,
Lactobacillus reuteri CF48-3A BEI HM-102,240,20180618,supernatant,mm,12,24,s01008,s00841,s01169,c0119,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,CF48-3A,
Lactobacillus reuteri CF48-3A BEI HM-102,241,20180618,supernatant,mm,12,24,s01009,s00842,s01170,c0119,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,CF48-3A,
Lactobacillus reuteri CF48-3A BEI HM-102,242,20180618,supernatant,mm,12,24,s01010,s00843,s01171,c0119,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,CF48-3A,
,243,20180728,media_blank,pyg,,,s02809,s02613,s02417,,,,,,,,,,,
,244,20180728,media_blank,pyg,,,s02810,s02614,s02418,,,,,,,,,,,
,245,20180728,media_blank,pyg,,,s02811,s02615,s02419,,,,,,,,,,,
Bacteroides sp. 3_1_19 BEI HM-19,250,20180720,supernatant,mm,31.25,33.75,s02885,s02220,s02143,c0217,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,3_1_19,
Atopobium parvulum CC14Z BEI HM-1035,251,20181030,supernatant,mm,16,30,s03079,s03180,s02978,c0238,Atopobium parvulum,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,parvulum,CC14Z,
Acidaminococcus fermentans DSMZ 20731,252,20180629,supernatant,mm,24,25,s01721,s01547.6,s01351,c0001,Acidaminococcus fermentans,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,fermentans,,
Acidaminococcus fermentans DSMZ 20731,253,20180629,supernatant,mm,24,25,s01722,s01547.7,s01352,c0001,Acidaminococcus fermentans,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,fermentans,,
Acidaminococcus fermentans DSMZ 20731,254,20180629,supernatant,mm,24,25,s01723,s01547.8,s01353,c0001,Acidaminococcus fermentans,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,fermentans,,
Clostridiales sp. 3_1_39B/D5 BEI HM-84,255,20180512,supernatant,mm,12,24,s00034,s00153,s00242,c0026,Clostridiales,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridiales,,3_1_39B/D5,
Clostridiales sp. 3_1_39B/D5 BEI HM-84,256,20180512,supernatant,mm,12,24,,s00154,s00243,c0026,Clostridiales,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridiales,,3_1_39B/D5,
Clostridiales sp. 3_1_39B/D5 BEI HM-84,257,20180512,supernatant,mm,12,24,s00036,s00155,s00244,c0026,Clostridiales,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridiales,,3_1_39B/D5,
Clostridiales sp. 3_1_39B/D5 BEI HM-84,258,20180512,supernatant,mm,12,24,s00037,s00156,s00245,c0026,Clostridiales,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridiales,,3_1_39B/D5,
Clostridiales sp. 3_1_39B/D5 BEI HM-84,259,20180512,supernatant,mm,12,24,s00038,s00157,s00246,c0026,Clostridiales,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridiales,,3_1_39B/D5,
Marvinbryantia formatexigens DSMZ 14469,263,20180728,supernatant,mm,31,40,s02733,s02537,s02339,c0124,Marvinbryantia formatexigens,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,formatexigens,,
Marvinbryantia formatexigens DSMZ 14469,264,20180728,supernatant,mm,,,s02734,s02538,s02340,c0124,Marvinbryantia formatexigens,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,formatexigens,,
Marvinbryantia formatexigens DSMZ 14469,265,20180728,supernatant,mm,,,s02735,s02539,s02341,c0124,Marvinbryantia formatexigens,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,formatexigens,,
Bacteroides sp. D20 BEI HM-189,266,20180629,supernatant,mm,24,25,s01712,s01545,s01342,c0221,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,D20,
Bacteroides sp. D20 BEI HM-189,267,20180629,supernatant,mm,24,25,s01713,s01546,s01343,c0221,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,D20,
Bacteroides sp. D20 BEI HM-189,268,20180629,supernatant,mm,24,25,s01714,s01547,s01344,c0221,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,D20,
Granulicatella adiacens DSMZ 9848,270,20180618,supernatant,mm,12,24,s00993,s00826,s01154,c0108,Granulicatella adiacens,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens,,
Granulicatella adiacens DSMZ 9848,271,20180618,supernatant,mm,12,24,s00994,s00827,s01155,c0108,Granulicatella adiacens,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens,,
Granulicatella adiacens DSMZ 9848,272,20180618,supernatant,mm,12,24,s00995,s00828,s01156,c0108,Granulicatella adiacens,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens,,
Citrobacter portucalensis 4_7_47CFAA BEI HM-299,273,20180716,supernatant,mm,16,29,s01838,s01960,s02068,c0270,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,4_7_47CFAA,
Citrobacter portucalensis 4_7_47CFAA BEI HM-299,274,20180716,supernatant,mm,16,29,s01839,s01961,s02069,c0270,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,4_7_47CFAA,
Citrobacter portucalensis 4_7_47CFAA BEI HM-299,275,20180716,supernatant,mm,16,29,s01840,s01962,s02070,c0270,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,4_7_47CFAA,
Bacteroides uniformis ATCC 8492,276,20181030,supernatant,mm,12,30,s03069,s03170,s02968,c0208,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis,,
Clostridium aldenense WAL-18727 BEI HM-307,277,20181030,supernatant,mm,16,30,s03075,s03176,s02974,c0034,Clostridium aldenense,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,aldenense,WAL-18727,
Catenibacterium mitsuokai DSMZ 15897,278,20181030,supernatant,mm,12,30,s03018,s03119,s02917,c0024,Catenibacterium mitsuokai,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,mitsuokai,,
Ruminococcus gnavus ATCC 29149,285,20180716,supernatant,mm,16,29,s01769,s01889,s01999,c0141,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,,
Ruminococcus gnavus ATCC 29149,286,20180716,supernatant,mm,16,29,s01770,s01890,s02000,c0141,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,,
Ruminococcus gnavus ATCC 29149,287,20180716,supernatant,mm,16,29,s01771,s01891,s02001,c0141,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,,
Bacteroides thetaiotaomicron 940,288,20180629,supernatant,mm,24,25,s01646,s01464,s01276,c0194,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,940,
Bacteroides thetaiotaomicron 940,289,20180629,supernatant,mm,24,25,s01647,s01465,s01277,c0194,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,940,
Bacteroides thetaiotaomicron 940,290,20180629,supernatant,mm,24,25,s01648,s01466,s01278,c0194,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,940,
Bacteroides thetaiotaomicron VPI 5482,291,20181030,supernatant,mm,12,30,s03030,s03131,s02929,c0206,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,,
Fusobacterium nucleatum CTI-2 BEI HM-993,293,20180716,supernatant,mm,16,29,s01772,s01892,s02002,c0264,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,CTI-2,
Fusobacterium nucleatum CTI-2 BEI HM-993,294,20180716,supernatant,mm,16,29,s01773,s01893,s02003,c0264,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,CTI-2,
Fusobacterium nucleatum CTI-2 BEI HM-993,295,20180716,supernatant,mm,16,29,s01774,s01894,s02004,c0264,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,CTI-2,
Ruminococcaceae sp. D16 BEI HM-79,296,20180728,supernatant,rcmwoa,21,40,s02677,s02481,s02283,c0136,Ruminococcaceae,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae,,D16,
Ruminococcaceae sp. D16 BEI HM-79,297,20180728,supernatant,rcmwoa,,,s02678,s02482,s02284,c0136,Ruminococcaceae,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae,,D16,
Ruminococcaceae sp. D16 BEI HM-79,298,20180728,supernatant,rcmwoa,,,s02679,s02483,s02285,c0136,Ruminococcaceae,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae,,D16,
Parabacteroides sp. D13 BEI HM-77,299,20180720,supernatant,mm,31.25,33.75,s02856,s02191,s02114,c0230,Parabacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,D13,
Edwardsiella tarda ATCC 23685,300,20181030,supernatant,pyg,12,30,s03072,s03173,s02971,c0274,Edwardsiella tarda,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Hafniaceae,Edwardsiella,tarda,,
Bacteroides ovatus 3_8_47FAA BEI HM-222,301,20180629,supernatant,mm,24,25,s01622,s01440,s01252,c0185,Bacteroides ovatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,3_8_47FAA,
Bacteroides ovatus 3_8_47FAA BEI HM-222,302,20180629,supernatant,mm,24,25,s01623,s01441,s01253,c0185,Bacteroides ovatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,3_8_47FAA,
Bacteroides ovatus 3_8_47FAA BEI HM-222,303,20180629,supernatant,mm,24,25,s01624,s01442,s01254,c0185,Bacteroides ovatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,3_8_47FAA,
Bacteroides vulgatus CL09T03C04 BEI HM-720,304,20180629,supernatant,mm,24,25,s01682,s01515,s01312,c0210,Bacteroides vulgatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus,CL09T03C04,
Bacteroides vulgatus CL09T03C04 BEI HM-720,305,20180629,supernatant,mm,24,25,s01683,s01516,s01313,c0210,Bacteroides vulgatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus,CL09T03C04,
Bacteroides vulgatus CL09T03C04 BEI HM-720,306,20180629,supernatant,mm,24,25,s01684,s01517,s01314,c0210,Bacteroides vulgatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus,CL09T03C04,
Bacteroides uniformis ATCC 8492,310,20181030,supernatant,mm,12,30,s03068,s03169,s02967,c0208,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis,,
Bacteroides stercoris CC31F BEI HM-1036,311,20180629,supernatant,mm,24,25,s01637,s01455,s01267,c0191,Bacteroides stercoris,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,stercoris,CC31F,
Bacteroides stercoris CC31F BEI HM-1036,312,20180629,supernatant,mm,24,25,s01638,,s01268,c0191,Bacteroides stercoris,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,stercoris,CC31F,
Bacteroides stercoris CC31F BEI HM-1036,313,20180629,supernatant,mm,24,25,s01639,s01457,s01269,c0191,Bacteroides stercoris,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,stercoris,CC31F,
,321,20181030,media_blank,mm,16,30,s03013,s03114,,,,,,,,,,,,
,322,20180728,media_blank,mm,46.5,40,s02778,s02582,s02386,,,,,,,,,,,
,323,20180728,media_blank,mm,,,s02779,s02583,s02387,,,,,,,,,,,
,324,20180728,media_blank,mm,,,s02780,s02584,,,,,,,,,,,,
Clostridium hylemonae DSMZ 15053,325,20180716,supernatant,mm,27,29,s01847,s01962.6,s02077,c0050,Clostridium hylemonae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hylemonae,,
Clostridium hylemonae DSMZ 15053,326,20180716,supernatant,mm,27,29,s01848,s01962.7,s02078,c0050,Clostridium hylemonae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hylemonae,,
Clostridium hylemonae DSMZ 15053,327,20180716,supernatant,mm,27,29,s01849,s01962.8,s02079,c0050,Clostridium hylemonae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hylemonae,,
Ruminococcus gnavus CC55_001C BEI HM-1056,329,20180512,supernatant,mm,12,24,s00084,s00198,s00652,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Ruminococcus gnavus CC55_001C BEI HM-1056,330,20180512,supernatant,mm,12,24,s00085,s00199,s00653,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Ruminococcus gnavus CC55_001C BEI HM-1056,331,20180512,supernatant,mm,12,24,s00086,s00200,s00654,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Ruminococcus gnavus CC55_001C BEI HM-1056,332,20180512,supernatant,mm,12,24,s00087,s00201,s00655,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Ruminococcus gnavus CC55_001C BEI HM-1056,333,20180512,supernatant,mm,12,24,s00088,s00202,s00656,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Blautia hansenii DSMZ 20583,344,20181030,supernatant,mm,12,30,s03020,s03121,s02919,c0016,Blautia hansenii,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,,
,348,20180728,media_blank,bhis,46.5,40,s02791,s02595,s02398,,,,,,,,,,,
,349,20180728,media_blank,bhis,,,s02792,s02596,s02399,,,,,,,,,,,
,350,20180728,media_blank,bhis,,,s02793,s02597,s02400,,,,,,,,,,,
Bacteroides sp. 2_1_22 BEI HM-18,354,20180629,supernatant,mm,24,25,s01700,s01533,s01330,c0216,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,2_1_22,
Bacteroides sp. 2_1_22 BEI HM-18,355,20180629,supernatant,mm,24,25,s01701,s01534,s01331,c0216,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,2_1_22,
Bacteroides sp. 2_1_22 BEI HM-18,356,20180629,supernatant,mm,24,25,s01702,s01535,s01332,c0216,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,2_1_22,
,357,20180720,media_blank,rcmwoa,31.25,33.75,s02891,s02225,s02148,,,,,,,,,,,
Fusobacterium ulcerans 12-1B BEI HM-57,358,20180716,supernatant,mm,16,29,s01820,s01942,s02050,c0267,Fusobacterium ulcerans,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,ulcerans,12-1B,
Fusobacterium ulcerans 12-1B BEI HM-57,359,20180716,supernatant,mm,16,29,s01821,s01943,s02051,c0267,Fusobacterium ulcerans,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,ulcerans,12-1B,
Fusobacterium ulcerans 12-1B BEI HM-57,360,20180716,supernatant,mm,16,29,s01822,s01944,s02052,c0267,Fusobacterium ulcerans,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,ulcerans,12-1B,
Streptococcus parasanguinis CC87K BEI HM-1060,361,20180720,supernatant,mm,12,33.75,s02830,s02166,s02089,c0149,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Bacteroides caccae ATCC 43185,368,20180629,supernatant,mm,24,25,s01565,s01383,s01195,c0159,Bacteroides caccae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,,
Bacteroides caccae ATCC 43185,369,20180629,supernatant,mm,24,25,s01566,s01384,s01196,c0159,Bacteroides caccae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,,
Bacteroides caccae ATCC 43185,370,20180629,supernatant,mm,24,25,s01567,s01385,s01197,c0159,Bacteroides caccae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,,
