id,TGG OTU_ID(ANI0.95),dRep OTU_ID(ANI0.95),Type,Contig_numbers,N50,Genome_length,GC,Completeness,Contamination,Strain_heterogeneity,Num_CDS,Num_Gene,Num_5S_rRNA,Num_16S_rRNA,Num_23S_rRNA,Num_tRNA,Quality_score,Quality_tier_standard(MIMAG，10.1038/nbt.3893),GTDB_classification
ISO_Y1243-1*,TGG_OTU556,573_1,Cultivated,65,223367,5554006,0.635237,99.95,1.59,0,4821,4900,0,1,3,66,92,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__Massilia yuzhufengensis
ISO_Y287-1.001*,TGG_OTU592,602_1,Cultivated,31,276326,5509657,0.629926,100,0.13,0,4997,5076,1,1,1,66,99.35,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003428805
ISO_Y622-2,TGG_OTU639,638_1,Cultivated,9,1521171,4472307,0.636156,99.91,1.12,0,3963,4040,2,1,1,66,94.31,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp003484865
MAG_KQGRSC.20.08_metabat2_bin.51*,TGG_OTU819,783_1,MAG,804,12083,6576720,0.645821,94.65,3.22,42.86,5445,5512,0,0,0,66,78.55,High,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__54-19;f__;g__;s__
MAG_KQGRSC.20.08_vamb_bins_S1C5703,TGG_OTU840,8_1,MAG,541,19660,6860142,0.490395,92.66,0,0,5781,5852,0,1,1,66,92.66,High,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__54-19;f__54-19;g__;s__
ISO_TSRC1-2.001*,TGG_OTU849,807_1,Cultivated,38,172584,3385389,0.387427,100,0.27,100,3220,3291,6,1,1,66,98.65,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__
MAG_1901QYI1_vamb_S1C684,TGG_OTU852,809_1,MAG,81,55718,3186575,0.413215,99.38,0,0,3018,3083,2,0,0,66,99.38,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii
MAG_1908KQGRS3_vamb_S1C1971,TGG_OTU856,812_1,MAG,101,85345,4758336,0.381159,99.77,2.75,33.33,4438,4503,0,0,1,66,86.02,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae
ISO_Y287-2-1,TGG_OTU897,85_1,Cultivated,27,418246,5294119,0.389883,100,0.95,0,4514,4585,1,1,2,66,95.25,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp000938735
ISO_B2365-2,TGG_OTU914,865_1,Cultivated,46,177093,4038981,0.390061,99.34,0,0,3965,4039,3,1,2,66,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2711-1,TGG_OTU915,865_2,Cultivated,25,525921,3578748,0.397411,99.34,0.22,0,3508,3579,3,1,1,66,98.24,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B1956-1,TGG_OTU915,865_2,Cultivated,24,294849,3719850,0.405074,99.34,0,0,3697,3770,5,1,1,66,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2491-3,TGG_OTU915,865_2,Cultivated,28,505919,3815623,0.396923,99.34,0,0,3766,3839,5,1,1,66,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
MAG_1908QYC3_metabat2_bin.61,TGG_OTU421,463_1,MAG,1173,10594,8746821,0.692284,92.11,4.03,0,7448,7527,2,0,0,65,71.96,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Byssovorax;s__
ISO_B1382-2*,TGG_OTU562,576_3,Cultivated,64,430089,5983605,0.643429003,99.9,0,0,5047,5125,2,2,2,65,99.9,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
ISO_B2780-2*,TGG_OTU640,638_2,Cultivated,28,540373,4315323,0.644923,100,0.94,0,3776,3853,2,1,1,65,95.3,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas bentonitica
ISO_Y930-4A1.002*,TGG_OTU641,639_0,Cultivated,45,186751,4741639,0.662238,100,0,0,4249,4322,1,1,0,65,100,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AJ
MAG_QYSC.20.08_metabat2_bin.5,TGG_OTU831,792_1,MAG,694,8037,4551756,0.45341,77.75,2.3,76.92,3920,3986,0,0,0,65,66.25,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__
MAG_1807DKMD3_vamb_S1C6615*,TGG_OTU850,807_2,MAG,55,99496,3330216,0.401987,100,0.41,0,3106,3172,1,0,0,65,97.95,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285
MAG_1908TGLC3_vamb_S1C3179,TGG_OTU850,807_2,MAG,53,94106,3325607,0.398728,99.45,0.5,33.33,3105,3169,1,0,0,65,96.95,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285
MAG_1908KQGRS1_maxbin2_bin.5,TGG_OTU856,812_1,MAG,101,89709,4634055,0.388789,99.89,2.56,0,4314,4379,0,1,1,65,87.09,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae
MAG_1908KQGRS1_vamb_S1C183,TGG_OTU856,812_1,MAG,86,89709,4714756,0.380038,99.89,2.56,0,4415,4479,0,0,0,65,87.09,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae
ISO_Y622-1.002*,TGG_OTU897,85_1,Cultivated,23,860811,5286333,0.368988,100,0.95,0,4513,4580,0,1,0,65,95.25,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp000938735
ISO_B2679-3,TGG_OTU914,865_1,Cultivated,50,167884,3856841,0.388824,99.34,0,0,3780,3853,4,1,2,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2809-3,TGG_OTU914,865_1,Cultivated,44,247168,3670327,0.390988,99.34,0,0,3580,3651,3,1,1,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2153-1,TGG_OTU914,865_1,Cultivated,42,287666,3709885,0.391983,99.34,0,0,3622,3696,5,1,2,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2487-2,TGG_OTU915,865_2,Cultivated,31,538640,3742328,0.391542,99.34,0,0,3624,3696,4,1,1,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2497-2,TGG_OTU915,865_2,Cultivated,51,223251,3727938,0.385475,99.34,0.22,0,3720,3791,4,1,1,65,98.24,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2666,TGG_OTU915,865_2,Cultivated,45,550347,3750555,0.389147,99.34,0,0,3658,3730,3,1,2,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2669-1,TGG_OTU915,865_2,Cultivated,35,384387,3741681,0.392679,99.34,0,0,3667,3738,3,1,1,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2676-2,TGG_OTU915,865_2,Cultivated,46,322011,3911878,0.38803,99.34,0,0,3800,3872,3,1,2,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B1334-1,TGG_OTU915,865_2,Cultivated,18,635886,3536675,0.414411,99.34,0.22,0,3455,3526,3,1,1,65,98.24,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2339-2,TGG_OTU915,865_2,Cultivated,27,807528,3918940,0.394891,99.34,0,0,3865,3938,6,1,1,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2692-2,TGG_OTU915,865_2,Cultivated,29,410284,3831400,0.393559,99.34,0,0,3767,3840,5,1,1,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2017-2,TGG_OTU915,865_2,Cultivated,54,865457,3822792,0.379715,99.34,0.33,0,3780,3852,4,1,1,65,97.69,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2048-1,TGG_OTU915,865_2,Cultivated,20,927394,3564375,0.41969,99.34,0,0,3500,3572,3,1,2,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2711-2,TGG_OTU915,865_2,Cultivated,25,925476,3697560,0.40701,99.34,0.66,0,3638,3710,3,1,2,65,96.04,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2375-2,TGG_OTU915,865_2,Cultivated,30,665759,3707366,0.394644,99.34,0,0,3608,3681,4,1,2,65,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_127.002,TGG_OTU928,873_5,Cultivated,50,374335,5701476,0.356915,98.82,1.21,0,5723,5792,3,1,0,65,92.77,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mobilis
ISO_Y1243-2,TGG_OTU556,573_1,Cultivated,64,165167,5546839,0.644291,99.95,1.59,0,4819,4894,0,1,0,64,92,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__Massilia yuzhufengensis
ISO_TWR3-1-1*,TGG_OTU586,598_0,Cultivated,182,422462,5049736,0.56325,99.92,0.14,0,4558,4629,6,4,5,64,99.22,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E weihenstephanensis
ISO_TWR1-1-4*,TGG_OTU603,609_2,Cultivated,112,469861,6329577,0.584521,99.93,0.48,16.67,5736,5813,8,3,7,64,97.53,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E canadensis
MAG_KQGRSC.20.08_metabat2_bin.98,TGG_OTU831,792_1,MAG,820,7176,4846558,0.452923,81.86,4.81,82.61,4142,4206,0,0,0,64,57.81,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__
MAG_1908TGLC1_metabat2_bin.115,TGG_OTU850,807_2,MAG,46,98563,3007611,0.39863,99.45,0.14,0,2808,2874,2,0,0,64,98.75,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285
MAG_1908TGLC1_vamb_S1C6957,TGG_OTU850,807_2,MAG,55,90757,3315232,0.399943,99.45,0.41,0,3094,3160,2,0,0,64,97.4,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285
MAG_1908KQGRS1_metabat2_bin.5,TGG_OTU856,812_1,MAG,74,108040,4540770,0.382416,99.62,2.56,0,4235,4298,0,0,0,64,86.82,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae
ISO_B2724-2,TGG_OTU914,865_1,Cultivated,72,197916,3905226,0.38241,99.34,0.22,0,3864,3936,4,1,2,64,98.24,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2955-1,TGG_OTU914,865_1,Cultivated,29,428566,3668593,0.402912,99.34,0.33,0,3592,3664,3,1,2,64,97.69,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_GLY26-6-1,TGG_OTU914,865_1,Cultivated,36,249921,3771935,0.406144,99.34,0.66,0,3686,3757,3,1,2,64,96.04,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2406-2,TGG_OTU915,865_2,Cultivated,51,237325,3806336,0.392252,99.34,0,0,3719,3791,4,1,2,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2460,TGG_OTU915,865_2,Cultivated,42,237859,3688849,0.390746,99.34,0,0,3625,3696,3,1,2,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2491-1,TGG_OTU915,865_2,Cultivated,51,197732,3867034,0.393234,99.34,0,0,3790,3861,4,1,1,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2337-2,TGG_OTU915,865_2,Cultivated,46,252184,3964470,0.389529,99.34,1.32,0,3943,4014,3,1,2,64,92.74,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2542-2,TGG_OTU915,865_2,Cultivated,52,279804,4020925,0.384891,99.34,1.32,0,3981,4052,3,1,2,64,92.74,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2653-2,TGG_OTU915,865_2,Cultivated,56,204268,4020383,0.38388,99.34,1.32,0,3981,4052,3,1,2,64,92.74,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2692-1,TGG_OTU915,865_2,Cultivated,33,367574,3729955,0.403412,99.34,0,0,3652,3723,3,1,2,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2696-2,TGG_OTU915,865_2,Cultivated,24,824221,3682760,0.41461,99.34,0,0,3597,3668,3,1,2,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2732-1,TGG_OTU915,865_2,Cultivated,32,756257,3690628,0.396301,99.34,0.66,0,3589,3660,3,1,2,64,96.04,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2809-1,TGG_OTU915,865_2,Cultivated,31,351539,3766758,0.402451,99.34,0.66,0,3698,3770,4,1,2,64,96.04,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2955-2,TGG_OTU915,865_2,Cultivated,21,906791,3701903,0.416214,99.34,0.66,0,3626,3698,4,1,2,64,96.04,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B1257-1,TGG_OTU915,865_2,Cultivated,49,344502,3794351,0.386867,99.34,0,0,3716,3787,3,1,2,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B1430-2,TGG_OTU915,865_2,Cultivated,29,311974,3655876,0.39348,99.34,0,0,3570,3640,3,1,1,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2225-3,TGG_OTU915,865_2,Cultivated,44,287745,3691593,0.376183,99.34,0,0,3602,3672,3,1,1,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2281,TGG_OTU915,865_2,Cultivated,47,307273,3848966,0.383574,99.34,0.88,0,3779,3850,3,1,2,64,94.94,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2497-1,TGG_OTU915,865_2,Cultivated,34,310186,3761929,0.394523,99.34,0.88,0,3667,3738,3,1,2,64,94.94,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2070-1,TGG_OTU915,865_2,Cultivated,56,248629,3786234,0.381591,99.34,0,0,3710,3782,4,1,2,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B1382-1,TGG_OTU915,865_2,Cultivated,23,451787,3745811,0.413797,99.34,0,0,3640,3711,3,1,2,64,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2341-3,TGG_OTU915,865_2,Cultivated,29,558838,3645981,0.402305,99.34,0.66,0,3563,3634,3,1,2,64,96.04,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2361-2,TGG_OTU915,865_2,Cultivated,52,361345,3846554,0.380153,99.34,0.22,0,3720,3790,3,1,1,64,98.24,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_175.001,TGG_OTU931,874_1,Cultivated,48,205833,3841164,0.413691,99.48,0.35,0,3928,3993,1,1,0,64,97.73,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis
ISO_RC9-6-1-1.001,TGG_OTU931,874_1,Cultivated,45,208621,3840769,0.409162,99.48,0.35,0,3924,3989,1,1,0,64,97.73,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis
ISO_Y367.001,TGG_OTU931,874_1,Cultivated,49,191465,3841836,0.408743,99.48,0.35,0,3926,3991,1,0,0,64,97.73,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis
MAG_QYI.20.08_maxbin2_bin.123,TGG_OTU939,879_1,MAG,1032,2059,2113902,0.351297,69.9,1.88,0,3139,3208,1,2,3,64,60.5,Medium,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__;s__
MAG_KXWS_maxbin2_bin.3,TGG_OTU425,467_1,MAG,616,28760,4994431,0.593115,99.57,4.04,7.69,4661,4730,1,5,1,63,79.37,High,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp002017875
ISO_DWR3-1-1*,TGG_OTU567,580_0,Cultivated,125,195158,5371268,0.647240093,99.42,4.81,2.7,4759,4839,8,16,19,63,75.37,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
MAG_1907QMI2_maxbin2_bin.3,TGG_OTU595,605_1,MAG,751,14597,6062154,0.594913,89.96,2.78,70,5440,5499,4,2,2,63,76.06,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp900187495
ISO_DWRC2-2,TGG_OTU604,609_3,Cultivated,821,556690,6872782,0.560842,99.8,3.14,44.44,6145,6219,6,2,7,63,84.1,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E azotoformans_A
ISO_Y254-3-2-1-1*,TGG_OTU609,612_1,Cultivated,73,360226,7799889,0.604703,99.34,1.63,6.25,6981,7055,2,1,2,63,91.19,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
ISO_Y254-3-1-2,TGG_OTU609,612_1,Cultivated,84,274148,7803103,0.602144,99.34,1.63,6.25,6983,7055,0,1,2,63,91.19,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
ISO_TWP3-1,TGG_OTU610,613_1,Cultivated,165,224951,6057970,0.562555,99.66,0.14,33.33,5440,5514,5,4,9,63,98.96,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
ISO_Y620T*,TGG_OTU639,638_1,Cultivated,6,2921819,4213165,0.648683,99.91,1.77,11.11,3744,3816,2,1,1,63,91.06,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp003484865
MAG_MGGQSC.20.08_maxbin2_bin.21,TGG_OTU811,777_1,MAG,805,8256,4229774,0.489706,82.82,1.85,36.36,3940,4004,1,1,0,63,73.57,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidesmis_A;s__
MAG_1907NJYTI1_metabat2_bin.15,TGG_OTU848,806_1,MAG,262,21983,3430487,0.380472,96.67,2.05,62.5,3184,3247,1,0,0,63,86.42,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter albensis
MAG_1907NJYTI2_vamb_S1C16593.002,TGG_OTU852,809_1,MAG,266,25469,3787549,0.398871,74.48,1.72,100,3467,3534,3,4,3,63,65.88,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii
ISO_N209-1.001*,TGG_OTU855,811_0,Cultivated,56,130056,3467421,0.392707,100,0.19,0,3237,3302,0,1,0,63,99.05,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter venetianus
MAG_1908TGLS3_vamb_S1C9418,TGG_OTU856,812_1,MAG,238,29125,4300499,0.376633,97.97,2.05,0,3991,4056,1,1,1,63,87.72,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae
ISO_M-21*,TGG_OTU858,814_0,Cultivated,43,208903,3975875,0.388289,100,0.41,0,3711,3778,1,1,1,63,97.95,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii
ISO_B2487-3,TGG_OTU915,865_2,Cultivated,53,283913,4017859,0.377947,99.34,0.88,0,3997,4068,4,1,2,63,94.94,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B1391-1*,TGG_OTU915,865_2,Cultivated,17,2526784,3710333,0.414562,99.34,0,0,3662,3732,4,1,1,63,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2406-1,TGG_OTU915,865_2,Cultivated,24,804717,3493266,0.397706,99.34,0,0,3440,3509,4,1,1,63,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_B2157-2*,TGG_OTU916,866_0,Cultivated,31,619790,3782733,0.394157,99.34,0,0,3730,3797,1,1,1,63,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_Y1064-2A2.001*,TGG_OTU921,870_0,Cultivated,36,238056,4337359,0.413058,100,0.54,0,3875,3942,1,1,1,63,97.3,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__
MAG_1908QYC2_metabat2_bin.94,TGG_OTU194,270_1,MAG,816,9083,5529120,0.614883,91.51,2.08,0,4703,4772,2,1,0,62,81.11,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__
MAG_KQGRSC.20.08_metabat2_bin.47,TGG_OTU409,452_1,MAG,480,23957,7625410,0.700338,94.19,1.65,25,6605,6673,2,1,1,62,85.94,High,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
ISO_TSP1-1-2.001,TGG_OTU574,587_1,Cultivated,111,120554,6514762,0.615982,99.92,1.73,7.14,5553,5615,3,2,2,62,91.27,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
ISO_TWR2-1-1*,TGG_OTU584,596_0,Cultivated,116,303967,5263098,0.579186,99.84,0.61,25,4714,4792,6,10,3,62,96.79,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E versuta
ISO_DSP3-2-3,TGG_OTU587,599_1,Cultivated,771,177254,6807664,0.473547,100,4.2,0,6040,6117,6,8,9,62,79,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
